,Unnamed: 0,Aggregator,Model,Parameters,Learning rate,Test loss,Eval loss 1,Eval loss 2,Eval loss 3,Eval loss 4,Eval loss 5,Eval loss 6,Eval loss 7,Eval loss 8,Eval loss 9,Eval loss 10
27,27,P2_mean,Ablation_1,8480,0.01,1.1546254269778728,5.617064982652664,4.372490890324116,3.846578076481819,2.4136522598564625,1.943880952894688,1.8886489756405356,1.5448203459382055,1.2136845905333755,1.169667860493064,1.162531353533268
28,28,P2_mean,Ablation_2,15776,0.01,3.785404197871685,5.240257680416107,4.178529769182205,3.839785374701023,3.7672130540013313,3.7847993597388263,3.865520589053631,3.885222740471363,3.72396419942379,3.751744836568832,3.7365580648183823
29,29,P2_mean,QUANN_1,11696,0.01,1.4729946292936802,4.150122530758381,3.6369488313794136,3.105521023273468,2.3203143253922462,2.007568519562483,1.7054240703582764,1.2824894730001688,1.324441460892558,1.227037662640214,1.3933128267526629
30,30,midpoint,Ablation_1,8480,0.0001,30.35145080089569,48.95190191268921,42.49408996105194,37.70652562379837,35.0297115445137,33.709461092948914,32.7593891620636,31.963262617588043,31.215072631835938,30.61723303794861,29.97784149646759
31,31,midpoint,Ablation_2,15776,0.0001,45.33799290657044,51.18290674686432,49.01005256175995,47.628116607666016,46.937198638916016,46.17290258407593,45.97742700576782,45.94551181793213,45.747268080711365,45.46092188358307,45.04464662075043
32,32,midpoint,QUANN_1,11696,0.0001,29.84808337688446,48.720492005348206,41.5936074256897,36.7981162071228,34.40270584821701,32.92880046367645,32.10579913854599,31.57684934139252,31.138888955116272,30.552435040473934,29.92302918434143
33,33,midpoint,Ablation_1,8480,0.0005,27.198980152606964,32.830246925354004,30.545175552368164,29.44899833202362,29.06044977903366,28.77448397874832,28.87012314796448,28.6035538315773,28.259147346019745,27.705060958862305,27.286930441856384
34,34,midpoint,Ablation_2,15776,0.0005,38.67094850540161,46.73239028453827,43.59043598175049,42.29750442504883,42.19299554824829,41.82868242263794,40.35970175266266,40.1376770734787,38.96810841560364,38.3910448551178,38.12426567077637
35,35,midpoint,QUANN_1,11696,0.0005,24.58519798517227,34.41409122943878,29.27094340324402,28.577820301055908,28.202029407024384,27.18104875087738,26.23217219114304,25.587146759033203,25.15379697084427,24.72437983751297,24.44674736261368
36,36,midpoint,Ablation_1,8480,0.001,25.579794108867645,30.584792733192444,28.91276359558105,28.781929314136505,28.42024201154709,26.958983600139614,26.389594554901123,26.03171670436859,25.938262939453125,25.73800629377365,25.82727020978928
37,37,midpoint,Ablation_2,15776,0.001,38.27084654569626,45.646963596344,43.55071461200714,41.68283700942993,41.07326543331146,39.62583470344544,38.92563331127167,38.65869402885437,38.34336590766907,38.07408475875855,37.44843220710754
38,38,midpoint,QUANN_1,11696,0.001,23.89462918043137,29.505817770957947,27.407022058963776,25.678777754306797,24.851602733135223,24.36114400625229,24.184882521629333,23.9553981423378,23.91529083251953,23.86843413114548,23.815353393554688
39,39,midpoint,Ablation_1,8480,0.005,25.67541396617889,27.57521688938141,26.62015128135681,27.45782256126404,26.10433727502823,26.15158349275589,25.72566908597946,25.48643922805786,26.011454939842224,25.833120703697205,25.73786234855652
40,40,midpoint,Ablation_2,15776,0.005,39.90719163417816,47.98603165149689,46.20140087604523,46.23038303852081,44.697956681251526,43.18745410442352,41.73976922035217,40.85823166370392,39.690680384635925,39.261945605278015,39.07135379314423
41,41,midpoint,QUANN_1,11696,0.005,24.88007116317749,25.996701657772064,25.281630277633667,24.68845784664154,24.800295174121857,24.8035501241684,24.944664657115936,24.63052135705948,24.673569798469543,24.853849291801453,24.611246168613437
42,42,midpoint,Ablation_1,8480,0.01,26.78475570678711,28.00317090749741,28.094547748565677,28.087994277477264,27.51675170660019,27.266470968723297,27.45352309942245,27.256965041160583,27.00895977020264,26.31493616104126,26.510325014591217
43,43,midpoint,Ablation_2,15776,0.01,43.07232904434204,46.48389232158661,46.35572731494904,45.5789440870285,44.41707789897919,43.41181802749634,43.06579458713532,43.54087829589844,43.61882257461548,42.3780711889267,42.3041729927063
44,44,midpoint,QUANN_1,11696,0.01,26.3030144572258,27.44745570421219,26.26190745830536,26.409745156764984,26.58704137802124,25.668343126773834,25.69624388217926,25.68662136793137,25.75886762142181,25.880405604839325,25.72259557247162
45,45,geometric_median,Ablation_1,8480,0.0001,10.645796576142313,29.819703781604765,22.03977575302124,16.882543379068373,13.499432587623597,12.185577446222304,11.66056906580925,10.976299533247948,10.643685200810433,10.601826706528664,10.587815308570862
46,46,geometric_median,Ablation_2,15776,0.0001,25.613815188407894,31.93935662508011,30.12407231330872,29.02608597278595,28.13543462753296,27.627632558345795,27.53641653060913,27.049522638320923,26.02887314558029,25.978303730487823,25.9241583943367
47,47,geometric_median,QUANN_1,11696,0.0001,10.269233351945875,28.98371479511261,21.034443414211278,16.111157214641572,13.139773434400558,11.88408345580101,11.336817419528959,10.66340190768242,10.242420917749403,10.156914135813711,10.098256862163543
48,48,geometric_median,Ablation_1,8480,0.0005,9.360120767354964,11.57877584695816,10.638333582878113,10.462258914113045,10.351302662491799,10.217233145236968,10.041567051410677,9.882118874788285,9.753606924414637,9.508112305402756,9.266654977202416
49,49,geometric_median,Ablation_2,15776,0.0005,15.643682330846786,26.61333203315735,25.39272338151932,22.52674251794815,21.990459144115448,20.36234986782074,19.545317709445957,17.74056440591812,16.900630712509155,16.15999647974968,15.726342499256134
50,50,geometric_median,QUANN_1,11696,0.0005,4.553256152570247,12.801633095741272,9.908447226881979,7.777035793662071,6.375639280676841,5.635115405917167,5.24394661039114,5.043977244198322,4.902651792764663,4.871097309887409,4.772792375087738
51,51,geometric_median,Ablation_1,8480,0.001,6.76791779100895,10.831564018130303,10.4338454246521,9.51063937842846,8.003687316179276,7.432922267913819,7.159518101811409,7.030581185221672,6.94269514977932,6.892205440998078,6.772618779540062
52,52,geometric_median,Ablation_2,15776,0.001,14.377883076667786,25.55626255273819,22.032850801944733,19.98619347810745,19.0766783952713,18.352529883384705,17.312503784894943,16.435961097478867,15.995553612709044,15.731518894433975,14.754911839962006
53,53,geometric_median,QUANN_1,11696,0.001,4.290718047320842,10.280814772844316,6.964194706082344,5.567489130795002,5.072276411950588,4.914566157758236,4.7713918969035145,4.680915853381157,4.597335053980351,4.491739025712013,4.50705232322216
54,54,geometric_median,Ablation_1,8480,0.005,4.760738798975945,7.551778817176819,7.301590153574945,7.076789104938507,6.777026662230492,6.476721251010895,6.676101633906365,6.003425920009613,5.568414369225502,5.350812451541424,5.016724103689194
55,55,geometric_median,Ablation_2,15776,0.005,15.6357803940773,25.956792652606964,23.86351507902145,21.25286167860031,19.530438780784607,18.27550041675568,17.820727050304413,17.625299215316772,17.55578052997589,16.774755746126175,16.06803524494171
56,56,geometric_median,QUANN_1,11696,0.005,3.5578227624297143,5.407738646864891,5.155757887661457,4.744633419811725,4.581046803295612,4.456072820723056,4.179947620630264,4.2392060741782185,3.8960313484072686,4.007393634319305,3.7753799244761463
57,57,geometric_median,Ablation_1,8480,0.01,4.594065742194653,8.330853575468064,8.330823087692261,7.077269876003266,7.207009056210518,6.624785402417183,5.768822492659092,6.011308626830578,5.093701170384884,5.00137365013361,4.684454092383385
58,58,geometric_median,Ablation_2,15776,0.01,18.838995307683945,28.347022771835327,25.92616754770279,25.563776791095734,25.135175108909607,23.992126286029816,23.1927250623703,22.137418568134308,21.1265732049942,19.880931556224823,18.96078586578369
59,59,geometric_median,QUANN_1,11696,0.01,4.990970595180988,5.6204543992877,5.681212982535362,5.7103824898600575,5.3159765437245365,5.544817759096623,5.315179033577442,5.027077680826187,4.948209649324417,4.816879397630692,5.066928519308567
60,60,marginal_median,Ablation_1,8480,0.0001,10.656955435872078,29.71956026554108,21.930355072021484,16.907500326633453,14.079506576061249,12.594039648771286,12.189054280519484,11.90962466597557,11.325139075517654,10.763639599084854,10.647496819496157
61,61,marginal_median,Ablation_2,15776,0.0001,24.33686399459839,32.46747547388077,30.402794897556305,29.0439453125,28.87627077102661,28.498754143714905,27.198561251163483,26.52878630161285,25.49584847688675,24.5308336019516,24.3327978849411
62,62,marginal_median,QUANN_1,11696,0.0001,10.212250276207923,29.791694252491002,22.194736151695253,17.362044154405595,14.42955526590347,12.717717318534852,11.77963894486427,11.233822791576383,10.547979323863983,10.289404823184011,10.212555884122848
63,63,marginal_median,Ablation_1,8480,0.0005,9.569041445851326,12.463488399982452,10.940005704760551,10.809199184179306,10.71072682738304,10.61730745434761,10.495482340455055,10.478587120771408,10.20119333267212,10.047748818993568,9.728251799941065
64,64,marginal_median,Ablation_2,15776,0.0005,17.459132879972458,27.131302416324612,25.460717260837555,24.068361937999725,22.33090227842331,21.612862646579742,20.46459364891052,19.65773832798004,18.22560802102089,17.50694277882576,16.99867445230484
65,65,marginal_median,QUANN_1,11696,0.0005,4.682829356491566,12.620421944856643,10.252713157534599,9.435051618814468,7.1366356599330905,5.945593631565571,5.297793715000153,4.9479023876786234,4.751714273095131,4.645551710128784,4.536659202277661
66,66,marginal_median,Ablation_1,8480,0.001,6.785328194499016,10.945780217647552,10.50150352716446,9.237950280308723,8.004039764404297,7.484816581010818,7.151798985898495,7.054234139621258,6.893619664013386,6.852941662073135,6.764808237552643
67,67,marginal_median,Ablation_2,15776,0.001,14.835167527198792,25.962673366069797,23.88120251893997,21.97724223136902,20.125180959701535,18.341937005519867,16.922990024089813,16.553351372480392,15.907696098089218,15.279428482055664,14.69752487540245
68,68,marginal_median,QUANN_1,11696,0.001,4.440902164876461,10.255183323025703,6.614922805428505,5.231684132218361,4.804161614477635,4.638522839844227,4.510286486446858,4.402202478349209,4.4173717039823535,4.346369667649269,4.325434542000294
69,69,marginal_median,Ablation_1,8480,0.005,4.89529187977314,7.629921421408653,7.3171141147613525,7.05533567070961,6.698655143380165,6.437218062579632,6.179352790117264,5.931117795407772,5.541300483047962,5.066004477441311,4.875210016965866
70,70,marginal_median,Ablation_2,15776,0.005,15.973336517810822,26.20109295845032,25.611175894737244,23.514352798461918,21.18550205230713,19.85767418146133,18.2771834731102,17.73349702358246,17.619195491075516,17.067023873329163,15.591280192136765
71,71,marginal_median,QUANN_1,11696,0.005,3.8151010933518408,4.821504725813866,4.733966073691845,4.330200544297695,4.409609808325769,4.332603229880333,4.094059786498547,4.419044359326363,3.792910321354866,3.7230685564875596,3.5937416094541548
72,72,marginal_median,Ablation_1,8480,0.01,4.664697214961052,8.092138424515724,7.613666906952858,8.066875666379929,6.945322811603546,6.841019243001938,6.121371403336525,5.479354023933411,5.701221443712711,5.97320781648159,4.546672448515892
73,73,marginal_median,Ablation_2,15776,0.01,19.197078943252563,26.802602648735046,26.31809341907501,24.884433031082157,23.54134279489517,21.871671557426453,21.588537514209747,20.953459441661835,20.88330465555191,19.58149671554565,19.1055705845356
74,74,marginal_median,QUANN_1,11696,0.01,4.256502165198326,5.982188439667225,5.146365417838097,4.994312396943569,4.522232099175453,4.754693335592747,4.3706854644417765,4.010787500739098,3.7925981047749517,3.8615099403262136,4.123498438596726
75,75,log_sum_exp,Ablation_1,8480,0.0001,101.1752905845642,120.75364208221436,116.59066224098206,115.10733032226562,113.56332993507384,112.05629515647888,110.07541632652284,107.48343682289124,104.74505281448364,101.74347257614136,98.36602997779846
76,76,log_sum_exp,Ablation_2,15776,0.0001,75.14061844348907,117.8537142276764,114.91401505470276,112.36992716789246,108.96803092956544,104.26200699806212,97.583589553833,89.88223338127136,83.35484099388123,79.7425639629364,75.87771260738373
77,77,log_sum_exp,QUANN_1,11696,0.0001,38.99813675880432,114.7572729587555,86.56630277633667,56.9886589050293,50.74631583690643,47.935768723487854,45.43646061420441,43.57425594329834,41.93308973312378,40.183199405670166,38.46838593482971
78,78,log_sum_exp,Ablation_1,8480,0.0005,29.30261373519897,112.4410490989685,101.34297347068788,85.22924757003784,70.58047938346863,58.62700176239014,47.18678057193756,37.1874133348465,32.45172870159149,29.67213648557663,28.937665462493896
79,79,log_sum_exp,Ablation_2,15776,0.0005,43.040674328804016,108.32482695579527,80.83106088638306,67.37281084060669,50.37970018386841,45.79938185214996,44.218828201293945,45.337801456451416,42.74339056015015,42.33071672916412,42.38669943809509
80,80,log_sum_exp,QUANN_1,11696,0.0005,18.95155975222588,51.76669132709503,41.33280944824219,36.060302555561066,30.664458334445957,26.696413815021515,23.637868463993076,22.72473669052124,21.38905149698257,19.05147275328636,18.330924898386
81,81,log_sum_exp,Ablation_1,8480,0.001,22.391570150852203,105.25693202018738,79.03877687454224,58.34833741188049,36.97091645002365,30.252430021762848,28.97043317556381,25.792175710201263,25.753892183303837,23.298516988754272,22.13828092813492
82,82,log_sum_exp,Ablation_2,15776,0.001,43.15850067138672,83.70850729942322,54.919513463974,46.38370156288147,43.41076135635376,42.106995582580566,41.91044104099274,41.11395716667175,41.58404886722565,41.235995173454285,43.17948925495148
83,83,log_sum_exp,QUANN_1,11696,0.001,15.002822309732435,42.13456046581268,31.618381798267365,23.258545756340027,19.815377831459045,17.605785071849823,17.101491183042526,16.05746191740036,15.548543691635132,16.17382362484932,14.315170258283615
84,84,log_sum_exp,Ablation_1,8480,0.005,18.608078449964523,60.70150339603424,32.05301558971405,26.25152212381363,22.553951293230057,19.161451160907745,19.411360532045364,20.10345932841301,18.71767145395279,18.45492124557495,17.91540116071701
85,85,log_sum_exp,Ablation_2,15776,0.005,38.92594802379608,47.07787621021271,43.205342054367065,43.00134682655335,42.536107540130615,45.31173920631409,44.283833503723145,42.92401611804962,44.27039849758148,42.42073142528534,39.08981418609619
86,86,log_sum_exp,QUANN_1,11696,0.005,13.610050052404404,32.662431478500366,22.895727813243862,18.663018137216568,16.09310683608055,15.804158717393875,14.975223183631895,14.983412057161331,13.588770240545273,14.357755869627,13.381125450134276
87,87,log_sum_exp,Ablation_1,8480,0.01,20.15372732281685,54.38856041431427,32.65127795934677,22.052568554878235,19.880150824785236,20.31589913368225,19.354846090078357,20.23502960801125,20.07355380058289,18.39140373468399,19.291363149881363
88,88,log_sum_exp,Ablation_2,15776,0.01,42.13302958011627,45.50256204605103,46.14128506183624,43.633424401283264,42.7587571144104,42.71921002864838,41.54818248748779,41.9235827922821,41.41084468364716,41.82005321979523,42.03339576721192
89,89,log_sum_exp,QUANN_1,11696,0.01,13.182190716266632,38.7455820441246,19.034968823194504,15.913634479045868,14.799981385469437,14.495174080133438,13.911890149116516,14.10386723279953,14.65910717844963,12.652362048625946,13.01350200176239
90,90,norm_max,Ablation_1,8480,0.0001,113.14682078361513,160.39787411689758,146.94610118865967,135.85718083381653,130.33016753196716,126.2655508518219,122.81721329689026,119.91960668563844,117.76842045783997,115.84490251541138,114.86071372032166
91,91,norm_max,Ablation_2,15776,0.0001,153.39818906784058,163.68269228935242,159.6678671836853,156.99420499801636,156.66539812088013,156.25250267982483,154.72214031219482,152.5540068149567,152.25043296813965,152.1871840953827,151.77966690063477
92,92,norm_max,QUANN_1,11696,0.0001,111.0387225151062,160.18318700790405,147.406085729599,134.78468132019043,127.34391951560974,122.66991400718688,119.695139169693,117.22682809829712,115.12038040161131,113.27840161323547,111.38350439071657
93,93,norm_max,Ablation_1,8480,0.0005,101.0541377067566,121.80452942848206,110.37621068954468,107.94083046913148,106.18847560882568,104.07134103775024,103.7656512260437,103.34553146362305,103.09600973129272,102.9333016872406,102.57679319381714
94,94,norm_max,Ablation_2,15776,0.0005,140.1868724822998,152.58975863456726,145.00547242164612,144.74929428100586,144.26197338104248,143.86477494239807,143.6160385608673,143.67515993118286,139.7057707309723,139.50721836090088,138.93735218048096
95,95,norm_max,QUANN_1,11696,0.0005,91.54553747177124,121.71026301383972,109.39517736434937,104.84675884246826,102.38995313644408,100.8377890586853,98.61445713043211,96.78385090827942,95.58118271827698,94.53386354446413,93.88452994823456
96,96,norm_max,Ablation_1,8480,0.001,98.61400294303894,111.0014750957489,108.28495407104492,105.42810201644896,104.34059691429138,103.47342443466188,103.39412093162537,102.8824543952942,102.44857144355774,101.75975513458252,100.2743034362793
97,97,norm_max,Ablation_2,15776,0.001,135.6578550338745,155.57625365257263,148.72441411018372,145.35217237472534,140.35645365715027,139.36329317092896,138.5361130237579,137.46922135353088,137.48969101905823,137.36277079582214,137.0996334552765
98,98,norm_max,QUANN_1,11696,0.001,90.48565292358398,112.80430030822754,104.3187780380249,98.20920062065125,95.61752605438232,94.87691712379456,94.50098729133606,92.9148519039154,92.62215065956116,92.66363835334778,92.35826110839844
99,99,norm_max,Ablation_1,8480,0.005,94.65884351730348,106.08101010322572,99.3112678527832,101.02181386947632,98.65874552726746,98.93586659431458,99.25158834457396,97.77716398239136,97.74313187599182,97.96973705291748,96.90381908416748
100,100,norm_max,Ablation_2,15776,0.005,141.6330668926239,157.11625480651855,152.38577914237976,148.00774788856506,146.41784191131592,143.74952840805054,141.00713062286377,141.8621368408203,141.39746522903442,140.3287649154663,140.02162837982178
101,101,norm_max,QUANN_1,11696,0.005,91.39707016944884,97.65284323692322,96.07852602005003,96.47726702690125,94.23063051700592,96.2673374414444,96.10418093204498,95.39385461807252,96.37837505340576,96.13015532493591,93.73616528511047
102,102,norm_max,Ablation_1,8480,0.01,97.16431903839111,103.71618390083312,102.1964521408081,105.93549084663393,102.58828711509705,101.94568276405334,100.98832821846008,103.37684631347656,103.15828800201416,101.16137337684631,100.01173830032349
103,103,norm_max,Ablation_2,15776,0.01,148.73442697525024,157.38476419448853,156.99503231048584,154.12787461280823,150.7371802330017,152.6265172958374,151.86195349693298,150.4906289577484,151.7645778656006,150.24700689315796,148.3946075439453
104,104,norm_max,QUANN_1,11696,0.01,95.35547161102296,102.49048161506651,102.85922813415527,98.49050664901732,97.66347217559814,100.69013500213624,100.63289380073547,99.74783158302309,99.01725101470949,99.59752321243286,97.41460275650024
105,105,norm_min,Ablation_1,8480,0.0001,21.46953129768372,25.228418350219727,23.98600417375565,23.073756873607635,22.57217502593994,22.197333574295044,21.90958273410797,21.644701540470123,21.45630329847336,21.31199818849564,21.23219478130341
106,106,norm_min,Ablation_2,15776,0.0001,24.451509654521946,25.890565514564518,25.20668876171112,24.89260709285736,24.756223738193512,24.607412457466125,24.533183872699738,24.443877458572388,24.390703797340397,24.28965586423874,24.204579651355743
107,107,norm_min,QUANN_1,11696,0.0001,21.35293608903885,25.08127623796463,23.63085812330246,22.60761421918869,22.04558789730072,21.7210311293602,21.53142738342285,21.35241371393204,21.243004620075222,21.11635112762451,20.990932285785675
108,108,norm_min,Ablation_1,8480,0.0005,20.372727632522583,22.015026211738583,21.124583661556244,20.83006399869919,20.692964732646946,20.57462638616562,20.427093148231503,20.374220550060272,20.357505589723587,20.154931157827377,20.11919939517975
109,109,norm_min,Ablation_2,15776,0.0005,23.114059150218964,25.024850845336918,24.52635306119919,24.166755855083466,23.93979662656784,23.80376446247101,23.655058979988095,23.51373946666717,23.283448576927185,23.167869806289676,23.126397609710693
110,110,norm_min,QUANN_1,11696,0.0005,19.3723207116127,22.21999669075012,21.3260800242424,21.185445189476013,20.85669457912445,20.518235206604004,20.20363128185272,19.890137434005737,19.55374938249588,19.350988179445267,19.205826610326767
111,111,norm_min,Ablation_1,8480,0.001,19.89697140455246,21.39419335126877,20.850161910057068,20.57693886756897,20.23685652017593,20.190016388893127,20.16619300842285,19.946040749549866,19.90544044971466,19.876133769750595,19.666813611984253
112,112,norm_min,Ablation_2,15776,0.001,22.94181138277054,24.65993893146515,24.304828226566315,23.886919796466827,23.39243257045746,23.104089319705963,22.99521440267563,22.94397312402725,22.936708390712734,22.855729162693024,22.72558081150055
113,113,norm_min,QUANN_1,11696,0.001,19.148981899023056,20.979538023471832,19.760428845882416,19.30510795116425,19.14049318432808,19.010661602020264,18.975937843322757,18.942895352840424,18.90280991792679,18.899312406778336,18.93399953842163
114,114,norm_min,Ablation_1,8480,0.005,19.466686844825745,20.55500239133835,20.092590034008023,19.564335227012634,19.682631075382236,19.50839811563492,19.473674595355988,19.33430367708206,19.441019117832184,19.50117644667625,19.423954486846924
115,115,norm_min,Ablation_2,15776,0.005,23.979039251804352,25.09168392419815,24.722792744636536,24.63211679458618,24.50082778930664,24.526604652404785,24.22595584392548,24.13695251941681,24.04322183132172,23.925778448581696,23.952908754348755
116,116,norm_min,QUANN_1,11696,0.005,19.32413455843925,19.81633159518242,19.43201395869255,19.4907751083374,19.36809280514717,19.545904994010925,19.40543782711029,19.382652789354324,19.42864805459976,19.46450120210648,19.34541630744934
117,117,norm_min,Ablation_1,8480,0.01,20.137404441833496,20.911515057086945,20.567388117313385,20.740660279989243,20.278838872909542,19.842725098133087,20.06802472472191,19.81766164302826,20.025724411010746,20.097526103258133,19.870794355869293
118,118,norm_min,Ablation_2,15776,0.01,24.780028998851776,25.173043191432956,25.198972046375275,25.16338288784027,25.13032478094101,24.945702135562897,24.944966733455654,24.89070039987564,24.85642910003662,24.7584627866745,24.79451060295105
119,119,norm_min,QUANN_1,11696,0.01,19.798146456480023,20.20291328430176,20.06532210111618,20.0994525551796,19.897192418575287,20.22560006380081,19.761876106262207,20.085073590278625,19.958200722932816,19.70806086063385,20.01486676931381
120,120,row_max,Ablation_1,8480,0.0001,99.99582958221436,121.8161234855652,118.62569880485536,117.1345043182373,115.75015449523926,114.36540842056274,112.4192032814026,110.61910462379456,108.1829981803894,105.89162468910216,103.32550311088562
121,121,row_max,Ablation_2,15776,0.0001,76.90606701374054,119.52295422554016,116.99058389663696,114.8537061214447,112.9912052154541,108.247629404068,101.83572554588318,94.14208388328552,87.01256775856018,82.74185752868652,79.35746204853058
