,Aggregator,Model,Parameters,Learning rate,Test loss,Eval loss 1,Eval loss 2,Eval loss 3,Eval loss 4,Eval loss 5,Eval loss 6,Eval loss 7,Eval loss 8,Eval loss 9,Eval loss 10
12,L2_medoid,QUANN_1a,11696,0.0005,17.89736008644104,27.96258944272995,25.040692389011383,23.535633981227875,22.23466157913208,20.853019148111343,19.89858365058899,19.2151942551136,18.859870463609695,18.56103879213333,18.36548438668251
13,L2_medoid,QUANN_2a,14912,0.0005,17.771083384752274,29.200535118579865,24.797873079776764,23.41828614473343,21.81781968474388,20.639212042093277,19.73228630423546,19.055800884962082,18.703308522701263,18.441656202077866,18.210213035345078
14,L2_medoid,QUANN_3a,21344,0.0005,18.054387897253036,28.50440865755081,24.31887674331665,22.147015929222107,20.35619682073593,19.596186220645905,19.12892284989357,18.72821545600891,18.483864337205887,18.329276233911514,18.100032180547714
15,L2_medoid,QUANN_1c,10672,0.0005,18.122773200273514,27.5727077126503,24.0627760887146,23.562860012054443,23.211293578147888,22.681086659431458,21.16631782054901,19.831208974123,19.171477407217026,18.788862347602844,18.424290388822556
16,L2_medoid,QUANN_2c,12864,0.0005,17.828208327293396,27.956554234027863,24.09341561794281,23.59738689661026,22.470660656690598,21.39694580435753,20.418893545866013,19.692446798086166,19.172908663749695,18.705112606287003,18.537364780902863
17,L2_medoid,QUANN_3c,17248,0.0005,18.257545322179794,29.566575586795807,25.713621854782104,22.979288935661316,21.45042923092842,20.478073835372925,19.921634018421173,19.439602255821228,19.17877671122551,18.904190868139267,18.70326378941536
18,L2_medoid,QUANN_1,9584,0.001,17.61057612299919,24.877619802951813,22.724202752113342,20.06024721264839,18.78474313020706,18.480709493160248,18.223289132118225,18.020696192979813,18.07749843597412,17.988880276679993,18.010345697402954
19,L2_medoid,QUANN_2,10688,0.001,17.535992801189423,25.088801860809326,22.549028158187866,20.099645614624023,18.933685153722763,18.489547044038773,18.199986189603806,18.121145576238632,17.925141632556915,17.768993616104126,17.805232793092728
20,L2_medoid,QUANN_3,12896,0.001,17.389298647642136,25.336435854434967,22.2602219581604,19.977696537971497,18.925280272960663,18.40861541032791,18.106556594371796,17.97555649280548,17.983982264995575,17.73822546005249,17.7826367020607
21,L2_medoid,QUANN_1a,11696,0.001,17.658697068691254,24.56232476234436,21.603576570749283,19.835817515850067,18.954670399427414,18.515553206205368,18.30600878596306,18.033839464187622,18.031574338674545,17.971700727939606,17.948004961013794
22,L2_medoid,QUANN_2a,14912,0.001,17.31512424349785,24.66248643398285,20.84615784883499,19.433603793382645,18.54187723994255,18.23634597659111,18.056010395288467,17.996058374643326,17.772862255573273,17.834689885377884,17.88516452908516
23,L2_medoid,QUANN_3a,21344,0.001,17.703861951828003,23.205949366092682,20.379407107830048,18.97981882095337,18.648187518119812,18.158674001693726,18.106279015541077,17.992102026939392,17.785211890935898,17.88194689154625,18.00915038585663
24,L2_medoid,QUANN_1c,10672,0.001,17.480611741542816,24.517137944698334,21.678875625133514,19.647182911634445,18.682955503463745,18.277555286884308,17.97265300154686,17.92822965979576,17.837283700704575,17.791916400194168,17.831931918859482
25,L2_medoid,QUANN_2c,12864,0.001,17.60764330625534,25.323637008666992,21.58014914393425,19.618173271417618,18.733261168003082,18.3653746843338,18.082658499479294,18.055713266134262,17.862423688173294,17.829381197690964,17.751760751008987
26,L2_medoid,QUANN_3c,17248,0.001,17.55463758111,25.074989795684814,22.12402269244194,19.942954689264297,18.858581990003586,18.400061547756195,18.3707295358181,17.992424815893173,17.961229234933853,17.97706827521324,17.963646978139877
27,L2_medoid,QUANN_1,9584,0.005,18.095417618751526,19.812248826026917,18.754535675048828,18.72788667678833,18.438099205493927,18.723700046539307,18.42139846086502,18.506208300590515,18.470919013023376,18.27290451526642,18.56245192885399
28,L2_medoid,QUANN_2,10688,0.005,18.52469128370285,19.152085453271866,19.292082101106644,18.869896829128265,18.94953629374504,18.972972691059113,18.785660177469254,19.11849695444107,18.58226278424263,18.47158834338188,18.699755638837814
29,L2_medoid,QUANN_3,12896,0.005,18.21500614285469,19.51999568939209,18.82067659497261,18.566504627466202,18.737938672304153,18.792351812124252,18.496316522359848,18.49946966767311,18.367397755384445,18.62171509861946,18.456114500761032
30,L2_medoid,QUANN_1a,11696,0.005,17.9706811606884,19.13989469408989,18.754060536623,18.587233513593674,18.366233706474304,18.299851775169373,18.640460073947906,18.362129032611847,18.34925338625908,18.52881547808647,18.315112113952637
31,L2_medoid,QUANN_2a,14912,0.005,18.05821257829666,19.576263457536697,18.722139328718185,18.32888388633728,18.708825051784515,19.034821838140488,18.830388456583023,18.498468071222305,18.094453662633896,18.32811415195465,18.59312927722931
32,L2_medoid,QUANN_3a,21344,0.005,18.023827970027924,19.106408029794693,18.926469385623932,18.08079332113266,18.316889584064484,18.374428004026413,18.364969164133072,18.455984711647034,18.354051262140274,18.3288796544075,18.121825248003006
33,L2_medoid,QUANN_1c,10672,0.005,17.80491703748703,20.20863699913025,19.18123534321785,19.03963828086853,19.126886695623398,18.7098171710968,18.5620274245739,18.91357445716858,18.589009702205658,18.55164486169815,18.5171038210392
34,L2_medoid,QUANN_2c,12864,0.005,17.860372871160507,19.90399795770645,19.560312300920486,19.056935042142868,19.167990684509277,18.903419941663742,18.74067708849907,18.547443956136703,18.83185502886772,18.648574650287628,18.465475499629974
35,L2_medoid,QUANN_3c,17248,0.005,18.272589325904846,20.61190575361252,19.581537544727325,19.231930375099182,19.053970336914062,19.130004733800888,19.012068659067154,18.902492374181747,18.86260226368904,19.517277240753174,18.979002088308334
36,L2_medoid,QUANN_1,9584,0.01,18.43057581782341,21.36817765235901,19.9075730741024,19.471201717853546,19.532790064811707,20.225986778736115,19.258246779441833,19.600758105516434,19.490737468004227,18.942231744527817,18.95604369044304
37,L2_medoid,QUANN_2,10688,0.01,19.178907811641693,20.024974703788757,19.879001945257187,19.495924532413483,20.52217525243759,20.198807179927826,19.681037217378616,19.53969967365265,19.430313229560852,19.504219233989716,19.546056807041168
38,L2_medoid,QUANN_3,12896,0.01,19.12814772129059,20.931958317756653,20.05693346261978,19.976955473423004,19.80355679988861,19.732905119657516,19.63960674405098,19.67792910337448,19.844781816005707,19.267032742500305,19.706160575151443
39,L2_medoid,QUANN_1a,11696,0.01,18.51410648226738,20.511270821094513,19.80440765619278,19.413786470890045,19.622389942407608,19.225470393896103,18.87402081489563,19.298761785030365,19.241774797439575,19.310649394989014,18.8561914563179
40,L2_medoid,QUANN_2a,14912,0.01,18.641581922769547,19.799155831336975,20.06307601928711,20.034678399562836,20.08286166191101,19.81658947467804,19.598163068294525,19.68904882669449,19.48765540122986,19.839731484651566,19.058408081531525
41,L2_medoid,QUANN_3a,21344,0.01,18.94588077068329,20.251297295093536,19.721937835216522,20.19558882713318,20.46515190601349,19.915011763572693,19.18233260512352,19.620930314064026,19.053356915712357,18.936600625514984,19.24639093875885
42,L2_medoid,QUANN_1c,10672,0.01,19.252460807561874,20.78445416688919,20.203335344791412,20.92015165090561,20.68980348110199,20.38096112012863,19.246894121170044,19.68514895439148,19.5136598944664,19.61728858947754,19.63159465789795
43,L2_medoid,QUANN_2c,12864,0.01,19.4238161444664,20.650271117687225,21.090205311775208,20.62235563993454,20.444207310676575,19.415753334760666,20.204169392585754,19.931987285614014,19.824855625629425,19.82858693599701,19.614728450775146
44,L2_medoid,QUANN_3c,17248,0.01,18.794676333665848,20.992610096931458,20.954951465129852,19.62719064950943,19.52908307313919,20.096769988536835,19.473041474819183,19.239379584789276,19.25440502166748,19.622437953948975,19.330468207597733
45,P2_mean,QUANN_1,9584,0.0001,4.914188824594021,20.4074709713459,16.435302704572678,5.952957659959793,5.185413494706154,5.027391001582146,4.95891797542572,4.877678737044334,4.818362735211849,4.760178290307522,4.711480043828487
46,P2_mean,QUANN_2,10688,0.0001,4.340071141719818,18.769111335277557,5.845948502421379,4.943492613732815,4.781607106328011,4.642598666250706,4.583735838532448,4.4736068323254585,4.353792726993561,4.22261094301939,4.127827845513821
47,P2_mean,QUANN_3,12896,0.0001,4.362269312143326,11.281944930553436,4.945367828011513,4.738020591437817,4.625886991620064,4.57934395223856,4.513833835721016,4.448641262948513,4.374187849462032,4.275939911603928,4.190954014658928
48,P2_mean,QUANN_1a,11696,0.0001,4.335062094032764,18.89694055914879,8.652819350361824,5.416530907154083,5.062503024935722,4.815213792026043,4.683294616639614,4.54978983104229,4.401831850409508,4.232494220137596,4.100357957184315
49,P2_mean,QUANN_2a,14912,0.0001,4.403449647128582,13.421785771846771,5.172050885856152,4.8709557056427,4.7390346378088,4.6369728446006775,4.565233029425144,4.508415192365646,4.403529390692711,4.3149688467383385,4.17874600738287
50,P2_mean,QUANN_3a,21344,0.0001,3.6634504348039627,5.571646481752396,4.538661301136017,4.204107001423836,3.907506324350834,3.770381435751915,3.6976506114006042,3.640418954193592,3.6052000671625137,3.5818371921777725,3.553258456289768
51,P2_mean,QUANN_1c,10672,0.0001,4.402185335755348,18.88041177392006,9.415865123271942,5.069914370775223,4.83808821439743,4.687966786324978,4.619175739586353,4.464789375662804,4.356834389269352,4.244508385658264,4.156749069690704
52,P2_mean,QUANN_2c,12864,0.0001,3.976217821240425,12.356667399406433,4.9469283148646355,4.680831231176853,4.527867168188095,4.410820379853249,4.302409760653973,4.155552923679352,4.019722364842892,3.903543271124363,3.821035757660866
53,P2_mean,QUANN_3c,17248,0.0001,3.7589035406708717,5.355216100811958,4.709733508527279,4.520904637873173,4.365447789430618,4.143230505287647,3.9719625413417816,3.8090362399816513,3.7299171686172485,3.6858650594949722,3.6465605199337006
54,P2_mean,QUANN_1,9584,0.0005,3.5214020535349846,4.988567039370537,4.5801346600055695,4.310866482555866,4.137867972254753,3.8083971738815308,3.6919923797249794,3.6139471009373665,3.5615400448441505,3.4975181594491005,3.4114471450448036
55,P2_mean,QUANN_2,10688,0.0005,3.46636363863945,4.911813423037529,4.6308848336339,4.104610204696655,3.73407468944788,3.637116454541683,3.5653648003935814,3.5073315426707268,3.4860799685120583,3.499466799199581,3.3468396589159966
56,P2_mean,QUANN_3,12896,0.0005,3.3025940358638763,4.649469144642353,4.280784763395786,3.792262315750122,3.610159806907177,3.5220433175563812,3.4374398812651634,3.3769878447055817,3.3835562616586685,3.2994690909981728,3.2208999022841454
57,P2_mean,QUANN_1a,11696,0.0005,3.4735170528292656,4.4603690057992935,3.855759710073471,3.6959638372063637,3.6210397109389305,3.5700777620077133,3.559863269329071,3.5122894644737244,3.5098026394844055,3.4526427760720253,3.3881498500704765
58,P2_mean,QUANN_2a,14912,0.0005,3.3604066893458366,3.9885084480047226,3.6461135521531105,3.577178940176964,3.5210737884044647,3.4837976470589638,3.508340761065483,3.451717972755432,3.4383101239800453,3.3763269782066345,3.256440833210945
59,P2_mean,QUANN_3a,21344,0.0005,3.2845891937613487,3.8458631932735443,3.6673930063843727,3.523049511015415,3.503508150577545,3.4781688302755356,3.454536810517311,3.440874569118023,3.4049444273114204,3.4075432643294334,3.2011469528079033
60,P2_mean,QUANN_1c,10672,0.0005,3.5707176104187965,4.852103531360626,4.4180445447564125,3.9922821298241615,3.7486203759908676,3.650975063443184,3.602381020784378,3.5680848509073257,3.548220656812191,3.5230055898427963,3.4610866755247116
61,P2_mean,QUANN_2c,12864,0.0005,3.416346564888954,4.609708942472935,4.02273141592741,3.6821315214037895,3.580946609377861,3.539161019027233,3.4868422225117683,3.4638244807720184,3.426921121776104,3.3994812443852425,3.319509282708168
62,P2_mean,QUANN_3c,17248,0.0005,3.2109141498804092,4.488194830715656,3.8464122116565704,3.604050025343895,3.53332681953907,3.4876961559057236,3.4895332232117653,3.4532380774617195,3.3963363468647003,3.259018748998642,3.110040247440338
63,P2_mean,QUANN_1,9584,0.001,2.965978115797043,4.719227097928524,4.177095383405685,3.72708173841238,3.643050491809845,3.5969109386205673,3.541846051812172,3.5244427397847176,3.317570738494396,3.1002513021230698,2.890622965991497
64,P2_mean,QUANN_2,10688,0.001,2.640749268233776,4.55181859433651,3.8986830189824104,3.638743869960308,3.5151352211833,3.4673598632216454,3.3947377279400826,3.2197857424616814,2.9998224154114723,2.754217505455017,2.5366111025214195
65,P2_mean,QUANN_3,12896,0.001,2.4308906458318233,4.094682924449444,3.628536820411682,3.535628616809845,3.53189530223608,3.4736656099557877,3.38673085719347,3.184411972761154,3.025872051715851,2.687285788357258,2.3358516953885555
66,P2_mean,QUANN_1a,11696,0.001,2.4505519531667233,4.037002243101597,3.6597403287887573,3.589304730296135,3.515623554587364,3.475360758602619,3.3660125732421875,3.2082128301262856,2.9572765082120895,2.697667345404625,2.3964401595294476
67,P2_mean,QUANN_2a,14912,0.001,2.1502272747457027,3.785144694149494,3.5956775099039078,3.5238538533449173,3.5396868363022804,3.389292262494564,3.2657213360071182,3.0830890238285065,2.851457044482231,2.3907354585826397,2.0640786066651344
68,P2_mean,QUANN_3a,21344,0.001,2.257759552448988,3.812568910419941,3.5464324429631233,3.4823666512966156,3.477848067879677,3.408490054309368,3.3347097039222717,3.066811367869377,2.639396883547306,2.41079892963171,2.181375913321972
69,P2_mean,QUANN_1c,10672,0.001,2.4372438788414,4.606537386775017,3.874714344739914,3.6419920176267624,3.5648555904626846,3.508891187608242,3.355603866279125,3.1637436896562576,2.8499962240457535,2.5818594992160797,2.331985682249069
70,P2_mean,QUANN_2c,12864,0.001,2.535608034580946,4.249371841549873,3.706940546631813,3.544355645775795,3.561752788722515,3.514726012945175,3.473289243876934,3.3314372524619102,3.1100158989429474,2.6798121258616447,2.4313964396715164
71,P2_mean,QUANN_3c,17248,0.001,2.2223675958812237,4.312732502818108,3.722489297389984,3.6620781421661377,3.5644733905792236,3.4048037230968475,3.235536739230156,2.9320932403206825,2.606488548219204,2.398166235536337,2.1074095964431763
72,P2_mean,QUANN_1,9584,0.005,1.0032267458736897,4.803309917449951,3.6540865525603294,3.3923436403274536,3.10702932626009,2.007218398153782,1.5265856869518757,1.2820886187255383,1.14364879950881,0.9835579078644514,0.9244968742132187
73,P2_mean,QUANN_2,10688,0.005,0.8423347882926464,3.987657770514488,3.4923496693372726,3.0127340853214264,2.2719769552350044,1.698394875973463,1.3339247275143862,1.261787572875619,1.2609559576958418,0.8216597102582455,0.7405729033052921
74,P2_mean,QUANN_3,12896,0.005,0.9297743067145348,4.17181858420372,3.4107854291796684,3.411849766969681,2.3315570391714573,1.6428898349404335,1.3800151515752077,1.2223496939986944,1.091538967564702,0.8819484822452068,0.8360742069780827
75,P2_mean,QUANN_1a,11696,0.005,0.9359284937381744,3.7988647148013115,3.5162500143051147,3.3680654540657997,2.5939609557390213,1.95246347412467,1.619314718991518,1.1864227391779423,0.978246321901679,0.9591951947659254,0.849747440777719
76,P2_mean,QUANN_2a,14912,0.005,1.0259903753176332,3.657928168773651,3.519520975649357,3.3631891533732414,2.3742897994816303,1.770278062671423,1.2383049856871367,1.103476231917739,1.053435631096363,0.8502799868583679,0.9364828579127789
77,P2_mean,QUANN_3a,21344,0.005,0.9228638224303722,3.6703424900770187,3.5074906945228577,3.210487477481365,2.455917812883854,1.762455753982067,1.4581116177141666,1.3350562509149313,1.0364130958914757,0.93160729855299,0.8239336032420397
78,P2_mean,QUANN_1c,10672,0.005,0.9537680223584175,3.693410649895668,3.619739681482315,3.343938000500202,2.90599574893713,1.6416844315826893,1.397321417927742,1.1811704821884632,1.0165604576468468,0.9972267691046,0.8620640141889453
79,P2_mean,QUANN_2c,12864,0.005,1.1721091847866774,3.621102787554264,3.447873167693615,3.235344775021076,2.634621910750866,1.8826057091355324,1.676144052296877,1.3283096924424171,1.2211556192487478,1.1058819591999054,1.0598112717270851
80,P2_mean,QUANN_3c,17248,0.005,0.9192888624966145,3.5903156399726868,3.5074930638074875,3.8779107332229614,2.1299178563058376,1.7561107762157917,1.4330609515309334,1.1411277428269386,1.076903434470296,0.9915825221687555,0.8386768130585551
81,P2_mean,QUANN_1,9584,0.01,0.8997167348861694,4.003635063767433,3.4344769939780235,2.705480694770813,1.8041258119046688,1.569379586726427,1.1247646398842335,1.1116953399032354,0.930665573105216,0.866758881136775,0.8275599889457226
82,P2_mean,QUANN_2,10688,0.01,0.9686155822128057,3.917925536632538,3.5593715459108353,2.8384300619363785,2.018293023109436,1.7118295170366764,1.330293470993638,1.340278048068285,0.9504890255630016,0.9625098835676908,0.8919199518859386
83,P2_mean,QUANN_3,12896,0.01,1.0332860946655273,4.3658459931612015,3.546933688223362,2.883130043745041,2.2746065706014633,1.758540078997612,1.4843353815376759,1.19669752381742,1.0034643802791834,0.9599277023226023,0.9789054971188307
84,P2_mean,QUANN_1a,11696,0.01,1.151995813474059,4.639403857290745,3.7231645584106445,3.0949130207300186,2.1851296834647655,1.6473045125603676,1.2237216625362635,1.07677480019629,1.0261364188045263,1.052432855591178,1.1014759913086891
85,P2_mean,QUANN_2a,14912,0.01,1.0521357972174883,3.767607130110264,3.4719796404242516,2.9275754168629646,2.1129342764616013,1.6235911399126053,1.3346169013530016,1.2253506295382977,1.065583610907197,1.3290910329669714,0.9906012341380119
86,P2_mean,QUANN_3a,21344,0.01,1.0022149160504341,3.6501065269112587,3.470731556415558,2.6619198992848396,1.8801959678530693,1.6095827594399452,1.2664441037923098,1.2199505306780338,1.0726849380880594,0.9495159015059471,0.9523268938064575
87,P2_mean,QUANN_1c,10672,0.01,1.0028815064579248,4.115346573293209,3.788566991686821,3.0499951988458633,2.4378817826509476,1.7299458533525467,1.4030140675604343,1.3119225315749645,0.9187764143571258,0.9319059774279594,0.9073524158447981
88,P2_mean,QUANN_2c,12864,0.01,0.9190309755504131,3.604894705116749,3.283959999680519,2.2606071159243584,1.599989179521799,1.1919231582432985,1.1323107201606035,1.1130844093859196,1.0034695342183113,0.9486242737621069,0.8310548327863216
89,P2_mean,QUANN_3c,17248,0.01,0.9756114333868027,3.6953213065862656,3.4068010225892067,2.9458637684583664,2.307147353887558,1.488499492406845,1.1199543103575706,1.0483476966619492,0.9616853855550289,0.9563439190387726,0.8957348838448524
90,midpoint,QUANN_1,9584,0.0001,29.799226105213165,47.546793818473816,41.05632472038269,36.662410378456116,34.10014009475708,32.44647467136383,31.422327280044556,30.729256570339203,30.17989844083786,29.696963906288147,29.313013434410095
91,midpoint,QUANN_2,10688,0.0001,29.37938630580902,47.422542333602905,40.880213499069214,36.21113586425781,33.719678819179535,32.22164165973663,31.251863658428192,30.466105699539185,29.76925539970398,29.15656554698944,28.692880988121033
92,midpoint,QUANN_3,12896,0.0001,30.56960618495941,47.48322403430939,41.456702709198,37.694965839385986,35.622919857501984,34.32925617694855,33.215873658657074,32.14904165267944,31.241665482521057,30.526975095272064,30.01767408847809
93,midpoint,QUANN_1a,11696,0.0001,29.487491965293884,47.48956859111786,40.5909823179245,35.614260494709015,33.22828537225723,31.92450922727585,31.109903752803802,30.54080319404602,30.076110780239105,29.616903245449066,29.22713702917099
94,midpoint,QUANN_2a,14912,0.0001,29.372400224208832,48.21789562702179,41.592283487319946,36.71111446619034,34.24255049228668,32.75504958629608,31.594083070755005,30.554386258125305,29.856839060783386,29.472110629081726,29.199154257774353
95,midpoint,QUANN_3a,21344,0.0001,30.0375634431839,47.49995565414429,41.168389439582825,37.75741636753082,35.67407542467117,33.7581986784935,32.33781909942627,31.309718906879425,30.65703111886978,30.183635354042053,29.616876125335693
96,midpoint,QUANN_1c,10672,0.0001,29.94619482755661,47.37967789173126,40.64001107215881,36.23678547143936,33.749676287174225,32.34190624952316,31.460063636302948,30.741739809513092,30.346130788326263,30.056298077106476,29.925182580947876
97,midpoint,QUANN_2c,12864,0.0001,29.595743477344513,47.5882533788681,41.25252318382263,37.15509736537933,34.75558465719223,33.16911858320236,31.91686761379242,31.00960212945938,30.46576553583145,29.962062180042267,29.38647961616516
98,midpoint,QUANN_3c,17248,0.0001,30.485551297664642,47.24893414974213,40.55306351184845,36.68784153461456,34.61792153120041,33.12027561664581,31.994628608226776,31.204610466957092,30.690738320350647,30.304130613803864,29.897439181804657
99,midpoint,QUANN_1,9584,0.0005,25.553865373134613,32.44128608703613,29.158414602279663,28.363881528377533,28.203417479991913,28.022055447101593,27.736091911792755,27.520601987838745,26.7673721909523,25.78001230955124,24.739556789398193
100,midpoint,QUANN_2,10688,0.0005,24.054200649261475,34.95602583885193,30.7522234916687,28.92375820875168,27.54877656698227,26.549851417541504,25.618014097213745,24.791298747062683,24.107974261045456,23.71047705411911,23.60000815987587
101,midpoint,QUANN_3,12896,0.0005,24.17607444524765,33.92459261417389,30.506731808185577,28.96467810869217,27.336585581302643,26.259089529514313,25.34454655647278,24.65255892276764,24.31096524000168,24.000321447849274,23.71092164516449
102,midpoint,QUANN_1a,11696,0.0005,24.14722353219986,33.08623081445694,28.595364928245544,27.982202112674713,26.918800830841064,25.67179661989212,24.826052486896515,24.316047370433807,23.945901930332184,23.633812963962555,23.418501287698746
103,midpoint,QUANN_2a,14912,0.0005,24.123960554599762,32.698744118213654,29.621779918670654,29.020198941230774,27.640431582927704,26.424506664276123,25.17711478471756,24.364208459854126,23.77761137485504,23.60922747850418,23.481443166732788
104,midpoint,QUANN_3a,21344,0.0005,23.978246837854385,33.8918337225914,29.018856465816498,27.300564289093018,26.10448509454727,25.195906698703766,24.73188441991806,24.248648583889008,24.359858572483063,23.957043826580048,23.698215782642365
105,midpoint,QUANN_1c,10672,0.0005,24.411993503570557,33.57747584581375,30.134439051151276,29.64512002468109,28.725040078163147,27.0665745139122,26.03011119365692,25.04742395877838,24.425572335720062,24.01718693971634,23.70764172077179
106,midpoint,QUANN_2c,12864,0.0005,24.02814769744873,33.50903332233429,30.108216047286987,28.89192008972168,27.77993357181549,26.396403431892395,25.449334144592285,24.7951300740242,24.329227089881897,24.047277212142944,23.72245478630066
107,midpoint,QUANN_3c,17248,0.0005,25.58613747358322,34.494558811187744,29.69781845808029,27.956750750541687,27.17062908411026,26.589983344078064,26.10325336456299,25.641937732696533,25.563483953475952,25.264228343963623,25.017380714416504
108,midpoint,QUANN_1,9584,0.001,23.66489154100418,30.19480210542679,28.001725018024445,26.39420884847641,24.89033532142639,23.889023780822754,23.656490325927734,23.380881786346436,23.158982634544373,23.13170599937439,23.101613491773605
109,midpoint,QUANN_2,10688,0.001,23.68722754716873,30.218184888362885,28.017264187335968,25.34991830587387,24.445444405078888,23.885790824890137,23.445745050907135,23.56985080242157,23.264932096004486,23.43030709028244,23.431200087070465
110,midpoint,QUANN_3,12896,0.001,23.71473491191864,29.904924511909485,27.246212780475616,25.005528956651688,24.11562991142273,23.606881231069565,23.284003496170044,23.18066194653511,23.092200100421906,23.066433280706406,23.03079903125763
111,midpoint,QUANN_1a,11696,0.001,23.69295072555542,30.013333678245544,26.333698511123657,24.6765074133873,23.983763098716736,23.468937188386917,23.265103816986084,23.265179455280304,23.223586916923523,23.218368619680405,23.025612592697144
112,midpoint,QUANN_2a,14912,0.001,23.377252221107483,29.791860342025757,25.82324379682541,24.36055052280426,23.690191626548767,23.31539386510849,23.141741782426834,23.271202474832535,23.022093325853348,22.905945867300034,22.98624038696289
113,midpoint,QUANN_3a,21344,0.001,23.774662047624588,30.14361399412155,25.9530246257782,24.41468334197998,23.805275350809097,23.350484669208527,23.189679116010666,23.142026215791702,23.255801737308502,23.04239559173584,23.14153391122818
114,midpoint,QUANN_1c,10672,0.001,23.788196980953217,29.693612337112427,28.032680928707123,25.872279047966003,24.630195379257202,23.739849269390106,23.534348845481873,23.479918479919434,23.276866883039474,23.240462601184845,23.174433082342148
115,midpoint,QUANN_2c,12864,0.001,23.700769066810608,29.00566655397415,26.99524450302124,25.146853148937225,24.192190408706665,23.761599957942963,23.459336519241333,23.462564885616302,23.232974737882614,23.283879041671753,23.158380150794983
116,midpoint,QUANN_3c,17248,0.001,24.11766141653061,30.27779060602188,26.576673209667206,25.020442306995392,24.32478368282318,23.553250789642334,23.44419103860855,23.222670555114746,23.756673336029053,23.328274607658386,23.29334145784378
117,midpoint,QUANN_1,9584,0.005,24.250048398971558,24.901305079460144,24.228692591190338,24.048763751983643,24.070651948451996,24.249293744564056,23.84785532951355,24.374586939811707,24.03313010931015,23.784257411956787,23.748451113700867
118,midpoint,QUANN_2,10688,0.005,24.277842313051224,25.340246379375458,24.42469894886017,24.245425134897232,24.362699061632156,24.13791698217392,23.78405198454857,23.898226231336594,24.29516166448593,24.14726972579956,23.934582978487015
119,midpoint,QUANN_3,12896,0.005,24.786901146173477,25.35412108898163,24.91473889350891,24.253970354795456,23.83670926094055,23.996544539928436,24.65678709745407,24.062168419361115,24.16332083940506,24.326292008161545,24.135650724172592
120,midpoint,QUANN_1a,11696,0.005,24.597143352031708,25.034666419029236,24.255114912986755,24.512933135032654,23.799043595790863,23.899946928024292,24.06271255016327,23.638435661792755,23.786482572555542,23.6409592628479,24.08045995235443
